Название товара;Короткое описание товара;Полное описание товара;Скрыт ли товар на сайте?;Артикул;Цена продажи, без учёта скидок;Старая цена;Закупочная цена;Остаток;Ед. измерения;Изображения товара;Короткое SEO описание товара;Полное SEO описание товара;Заголовок страницы товара;Мета-тег keywords;Мета-тег description;URL переменная пути;Описание модификации товара;Идентификатор товара в магазине;Пользовательский идентификатор товара;Изображение модификации товара;Название х-ки товара №1;Значение х-ки товара №1;Название св-ва для модификации товара №1;Значение св-ва для модификации товара №1;Название св-ва для модификации товара №2;Значение св-ва для модификации товара №2
Тимченко Русский язык Контрольные работы  4 кл. (Бином);;;1;978-5-09-095139-5;295,90;0,00;281,20;1,00000;шт;;;;Тимченко Русский язык Контрольные работы  4 кл. (Бином);;;Timchenko-Russkij-yazyk-Kontrolnye-raboty-4-kl-Binom;;180029133;65650747;;год выпуска;2020-2022;Автор;Тимченко Л.И.;Издательство;Бином
Тимченко Русский язык Контрольные работы  3 кл. (Бином);;;1;978-5-09-088750-2;295,90;0,00;281,20;1,00000;шт;;;;Тимченко Русский язык Контрольные работы  3 кл. (Бином);;;Timchenko-Russkij-yazyk-Kontrolnye-raboty-3-kl-Binom;;180029132;55637669;;год выпуска;2020-2022;Автор;Тимченко Л.И.;Издательство;Бином
Тимченко Русский язык Контрольные работы  2 кл. (Бином);;;1;978-5-09-090350-9;277,20;0,00;263,40;1,00000;шт;;;;Тимченко Русский язык Контрольные работы  2 кл. (Бином);;;Timchenko-Russkij-yazyk-Kontrolnye-raboty-2-kl-Binom;;180029131;55637668;;год выпуска;2022;Автор;Тимченко Л.И.;Издательство;Бином
Тимченко Русский язык Контрольные работы  1 кл. ФГОС (Бином);;;1;978-5-09-086957-7;209,60;0,00;199,10;1,00000;шт;;;;Тимченко Русский язык Контрольные работы  1 кл. ФГОС (Бином);;;Timchenko-Russkij-yazyk-Kontrolnye-raboty-1-kl-FGOS-Binom;;180029130;55638815;;год выпуска;2019-2021;Автор;Тимченко Л.И.;Издательство;Бином
Тимченко Развиваем грамотную речь 4 кл. (Вита);;;1;978-5-09-088754-0;331,70;0,00;315,10;1,00000;шт;;;;Тимченко Развиваем грамотную речь 4 кл. (Вита);;;Timchenko-Razvivaem-gramotnuyu-rech-4-kl-Vita;;180029129;65670919;;год выпуска;2021;Автор;Тимченко Л.И.;Издательство;Просвещение/Союз
Тимченко Развиваем грамотную речь 3 кл. (Вита);;;1;978-5-09-088753-3;331,70;0,00;315,10;1,00000;шт;;;;Тимченко Развиваем грамотную речь 3 кл. (Вита);;;Timchenko-Razvivaem-gramotnuyu-rech-3-kl-Vita;;180029128;65670918;;год выпуска;2021-2022;Автор;Тимченко Л.И.;Издательство;Просвещение/Союз
Тимченко Развиваем грамотную речь 2 кл. (Вита);;;1;978-5-09-083998-3;331,70;0,00;315,10;1,00000;шт;;;;Тимченко Развиваем грамотную речь 2 кл. (Вита);;;Timchenko-Razvivaem-gramotnuyu-rech-2-kl-Vita;;180029127;65670917;;год выпуска;2020;Автор;Тимченко Л.И.;Издательство;Просвещение/Союз
Тимченко Букварь 1 класс (комплект в двух частях) Часть 2 ФП2019 (Бином);;;1;;545,30;0,00;545,30;1,00000;шт;;;;Тимченко Букварь 1 класс (комплект в двух частях) Часть 2 ФП2019 (Бином);;;Timchenko-Bukvar-1-klass-komplekt-v-dvuh-chastyah-Chast-2-FP2019-Binom;;180029126;65656575;;год выпуска;2020;Автор;Тимченко Л.И.;Издательство;Бином
Тимченко Букварь 1 класс (комплект в двух частях) Часть 1 ФП2019 (Бином);;;1;978-5-9963-5745-1;545,30;0,00;545,30;1,00000;шт;;;;Тимченко Букварь 1 класс (комплект в двух частях) Часть 1 ФП2019 (Бином);;;Timchenko-Bukvar-1-klass-komplekt-v-dvuh-chastyah-Chast-1-FP2019-Binom;;180029125;65652020;;год выпуска;2020;Автор;Тимченко Л.И.;Издательство;Бином
Сборник примерных программ для начальной школы  (систма Эльконина-Давыдова) (Бином);;;1;978-5-9963-4289-1;399,00;0,00;379,10;1,00000;шт;;;;Сборник примерных программ для начальной школы  (систма Эльконина-Давыдова) (Бином);;;Sbornik-primernyh-programm-dlya-nachalnoj-shkoly-sistma-Jelkonina-Davydova-Binom;;180029124;55637553;;год выпуска;2019;Автор;Воронцова А.В.;Издательство;Бином
Репкин Русский язык 4кл. Учебник в 2-х частях  ч.2 ФГОС (Бином);;;1;978-5-09-090335-6;621,20;0,00;621,20;1,00000;шт;;;;Репкин Русский язык 4кл. Учебник в 2-х частях  ч.2 ФГОС (Бином);;;Repkin-Russkij-yazyk-4kl-Uchebnik-v-2-h-chastyah-ch-2-FGOS-Binom;;180029123;65677512;;год выпуска;2022;Автор;Репкин В.В., Некрасова Т.В., Восторгова Е.В;Издательство;Просвещение/Союз
Репкин Русский язык 4кл. Учебник в 2-х частях  ч.1 ФГОС (Бином);;;1;978-5-09-090333-2;621,20;0,00;621,20;1,00000;шт;;;;Репкин Русский язык 4кл. Учебник в 2-х частях  ч.1 ФГОС (Бином);;;Repkin-Russkij-yazyk-4kl-Uchebnik-v-2-h-chastyah-ch-1-FGOS-Binom;;180029122;65677511;;год выпуска;2022;Автор;Репкин В.В., Некрасова Т.В., Восторгова Е.В;Издательство;Просвещение/Союз
Репкин Русский язык 4кл. Учебник (Комплект в 2-х частях )ФГОС (Бином);;;1;978-5-9963-4363-8;766,50;0,00;766,50;1,00000;шт;;;;Репкин Русский язык 4кл. Учебник (Комплект в 2-х частях )ФГОС (Бином);;;Repkin-Russkij-yazyk-4kl-Uchebnik-Komplekt-v-2-h-chastyah-FGOS-Binom;;180029121;55640355;;год выпуска;2019;Автор;Репкин В.В., Восторгова Е.В., Некрасова Т.В.;Издательство;Бином
Репкин Русский язык 4кл. Р/Т (Восторгова) Комплект в 2 частях Ч.2. (Бином);;;1;978-5-09-090346-2;277,20;0,00;263,40;1,00000;шт;;;;Репкин Русский язык 4кл. Р/Т (Восторгова) Комплект в 2 частях Ч.2. (Бином);;;Repkin-Russkij-yazyk-4kl-R-T-Vostorgova-Komplekt-v-2-chastyah-Ch-2-Binom;;180029120;65671848;;год выпуска;2021;Автор;Восторгова;Издательство;Бином
Репкин Русский язык 4кл. Р/Т (Восторгова) Комплект в 2 частях Ч.1. (Бином);;;1;978-5-09-090344-8;277,20;0,00;263,40;1,00000;шт;;;;Репкин Русский язык 4кл. Р/Т (Восторгова) Комплект в 2 частях Ч.1. (Бином);;;Repkin-Russkij-yazyk-4kl-R-T-Vostorgova-Komplekt-v-2-chastyah-Ch-1-Binom;;180029119;65671847;;год выпуска;2022;Автор;Восторгова;Издательство;Бином
Репкин Русский язык 3кл. Учебник в 2-х частях  ч.2 ФГОС (Бином);;;1;978-5-09-088748-9;600,30;0,00;600,30;1,00000;шт;;;;Репкин Русский язык 3кл. Учебник в 2-х частях  ч.2 ФГОС (Бином);;;Repkin-Russkij-yazyk-3kl-Uchebnik-v-2-h-chastyah-ch-2-FGOS-Binom;;180029118;30060;;год выпуска;2022;Автор;Репкин;Издательство;Бином
Репкин Русский язык 3кл. Учебник в 2-х частях  ч.1 ФГОС (Бином);;;1;978-5-09-088746-5;600,30;0,00;600,30;1,00000;шт;;;;Репкин Русский язык 3кл. Учебник в 2-х частях  ч.1 ФГОС (Бином);;;Repkin-Russkij-yazyk-3kl-Uchebnik-v-2-h-chastyah-ch-1-FGOS-Binom;;180029117;65660777;;год выпуска;2022;Автор;Репкин;Издательство;Бином
Репкин Русский язык 3кл. Учебник (Комплект в 2-х частях )ФГОС (Бином);;;1;978-5-9963-4360-7;741,30;0,00;741,30;1,00000;шт;;;;Репкин Русский язык 3кл. Учебник (Комплект в 2-х частях )ФГОС (Бином);;;Repkin-Russkij-yazyk-3kl-Uchebnik-Komplekt-v-2-h-chastyah-FGOS-Binom;;180029116;30059;;год выпуска;2019;Автор;Репкин В.В., Восторгова Е.В., Некрасова Т.В., Чебо;Издательство;Бином
Репкин Русский язык 3кл. Р/Т (Восторгова) Комплект в 2 частях Ч.2. (Бином);;;1;978-5-09-090343-1;277,20;0,00;263,40;1,00000;шт;;;;Репкин Русский язык 3кл. Р/Т (Восторгова) Комплект в 2 частях Ч.2. (Бином);;;Repkin-Russkij-yazyk-3kl-R-T-Vostorgova-Komplekt-v-2-chastyah-Ch-2-Binom;;180029115;65671846;;год выпуска;2021-2022;Автор;Восторгова;Издательство;Бином
Репкин Русский язык 3кл. Р/Т (Восторгова) Комплект в 2 частях Ч.1. (Бином);;;1;978-5-09-090341-7;277,20;0,00;263,40;1,00000;шт;;;;Репкин Русский язык 3кл. Р/Т (Восторгова) Комплект в 2 частях Ч.1. (Бином);;;Repkin-Russkij-yazyk-3kl-R-T-Vostorgova-Komplekt-v-2-chastyah-Ch-1-Binom;;180029114;65671844;;год выпуска;2022;Автор;Восторгова;Издательство;Бином
Репкин Русский язык 3кл. Контрольно-диагностические работы. (Восторгова)(Бином);;;1;978-5-09-095743-4;247,50;0,00;235,20;1,00000;шт;;;;Репкин Русский язык 3кл. Контрольно-диагностические работы. (Восторгова)(Бином);;;Repkin-Russkij-yazyk-3kl-Kontrolno-diagnosticheskie-raboty-Vostorgova-Binom;;180029113;65682088;;год выпуска;2022;Автор;Восторгова Е.В.;Издательство;Просвещение/Союз
"Репкин Русский язык 3-4 кл. Р/Т ""Русская орфография"" (Бином)";;;1;978-5-09-088751-9;136,40;0,00;129,60;1,00000;шт;;;;"Репкин Русский язык 3-4 кл. Р/Т ""Русская орфография"" (Бином)";;;Repkin-Russkij-yazyk-3-4-kl-R-T-Russkaya-orfografiya-Binom;;180029112;65654269;;год выпуска;2021-2022;Автор;Репкин В.В., Некрасова Т.В.;Издательство;Просвещение/Союз
Репкин Русский язык 2кл. Учебник в 2-х частях. Часть 2 ФГОС (Бином);;;1;978-5-09-091982-1;612,20;0,00;612,20;1,00000;шт;;;;Репкин Русский язык 2кл. Учебник в 2-х частях. Часть 2 ФГОС (Бином);;;Repkin-Russkij-yazyk-2kl-Uchebnik-v-2-h-chastyah-Chast-2-FGOS-Binom;;180029111;65662313;;год выпуска;2021-2022;Автор;Репкин В.В., Некрасова Т.В., Восторгова Е.В.;Издательство;Бином
Репкин Русский язык 2кл. Учебник в 2-х частях. Часть 1 ФГОС (Бином);;;1;978-5-09-091979-1;612,20;0,00;612,20;1,00000;шт;;;;Репкин Русский язык 2кл. Учебник в 2-х частях. Часть 1 ФГОС (Бином);;;Repkin-Russkij-yazyk-2kl-Uchebnik-v-2-h-chastyah-Chast-1-FGOS-Binom;;180029110;30046;;год выпуска;2021-2022;Автор;Репкин В.В., Некрасова Т.В., Восторгова Е.В.;Издательство;Бином
Репкин Русский язык 2кл. Р/Т (Восторгова) Комплект в 2 частях Ч.2. (Бином);;;1;978-5-09-088420-4;197,50;0,00;187,60;1,00000;шт;;;;Репкин Русский язык 2кл. Р/Т (Восторгова) Комплект в 2 частях Ч.2. (Бином);;;Repkin-Russkij-yazyk-2kl-R-T-Vostorgova-Komplekt-v-2-chastyah-Ch-2-Binom;;180029109;65647827;;год выпуска;2022;Автор;Восторгова;Издательство;Бином
Репкин Русский язык 2кл. Р/Т (Восторгова) Комплект в 2 частях Ч.1. (Бином);;;1;978-5-09-088418-1;197,50;0,00;187,60;1,00000;шт;;;;Репкин Русский язык 2кл. Р/Т (Восторгова) Комплект в 2 частях Ч.1. (Бином);;;Repkin-Russkij-yazyk-2kl-R-T-Vostorgova-Komplekt-v-2-chastyah-Ch-1-Binom;;180029108;65647826;;год выпуска;2022;Автор;Восторгова;Издательство;Бином
Репкин Русский язык 2кл. Контрольно-диагностические работы. (Восторгова)(Бином);;;1;978-5-09-095772-4;220,00;0,00;209,00;1,00000;шт;;;;Репкин Русский язык 2кл. Контрольно-диагностические работы. (Восторгова)(Бином);;;Repkin-Russkij-yazyk-2kl-Kontrolno-diagnosticheskie-raboty-Vostorgova-Binom;;180029107;65682087;;год выпуска;2022;Автор;Восторгова Е.В.;Издательство;Просвещение/Союз
Репкин Русский язык 1кл. Учебник ФГОС (Бином);;;1;978-5-9963-4356-0;765,30;0,00;765,30;1,00000;шт;;;;Репкин Русский язык 1кл. Учебник ФГОС (Бином);;;Repkin-Russkij-yazyk-1kl-Uchebnik-FGOS-Binom;;180029106;55587187;;год выпуска;2019;Автор;Репкин В.В., Восторгова Е.В.;Издательство;Бином
Репкин Русский язык 1кл. Р/Т (Восторгова)(Бином);;;1;978-5-09-088749-6;197,50;0,00;187,60;1,00000;шт;;;;Репкин Русский язык 1кл. Р/Т (Восторгова)(Бином);;;Repkin-Russkij-yazyk-1kl-R-T-Vostorgova-Binom;;180029105;65647825;;год выпуска;2020-2022;Автор;Восторгова;Издательство;Бином
Репкин Русский язык 1кл. Контрольно-диагностические работы. (Восторгова)(Бином);;;1;;220,00;0,00;209,00;1,00000;шт;;;;Репкин Русский язык 1кл. Контрольно-диагностические работы. (Восторгова)(Бином);;;Repkin-Russkij-yazyk-1kl-Kontrolno-diagnosticheskie-raboty-Vostorgova-Binom;;180029104;65682086;;год выпуска;2022;Автор;Восторгова Е.В.;Издательство;Просвещение/Союз
Репкин Букварь 1кл. Учебник (Комплект в 2-х частях ).  ФГОС (Бином);;;1;978-5-09-086589-0;588,02;0,00;588,02;1,00000;шт;;;;Репкин Букварь 1кл. Учебник (Комплект в 2-х частях ).  ФГОС (Бином);;;Repkin-Bukvar-1kl-Uchebnik-Komplekt-v-2-h-chastyah-FGOS-Binom;;180029103;30011;;год выпуска;2019;Автор;Репкин В.В., Восторгова Е.В., Некрасова Т.В.;Издательство;Бином
Репкин Букварь 1кл. Учебник (Комплект в 2-х частях ) ЧАСТЬ 2  (Бином);;;1;;594,90;0,00;594,90;1,00000;шт;;;;Репкин Букварь 1кл. Учебник (Комплект в 2-х частях ) ЧАСТЬ 2  (Бином);;;Repkin-Bukvar-1kl-Uchebnik-Komplekt-v-2-h-chastyah-ChAST-2-Binom;;180029102;65671446;;год выпуска;2021;Автор;Репкин В.В., Восторгова Е.В., Некрасова Т.В.;Издательство;Бином
Репкин Букварь 1кл. Учебник (Комплект в 2-х частях ) ЧАСТЬ 1  (Бином);;;1;978-5-09-086587-6;594,90;0,00;594,90;1,00000;шт;;;;Репкин Букварь 1кл. Учебник (Комплект в 2-х частях ) ЧАСТЬ 1  (Бином);;;Repkin-Bukvar-1kl-Uchebnik-Komplekt-v-2-h-chastyah-ChAST-1-Binom;;180029101;65671445;;год выпуска;2021;Автор;Репкин В.В., Восторгова Е.В., Некрасова Т.В.;Издательство;Бином
Репкин Букваренок 1кл. Сборник заданий и упражнений к Букварю ФГОС (Бином);;;1;978-5-09-086948-5;243,70;0,00;231,50;1,00000;шт;;;;Репкин Букваренок 1кл. Сборник заданий и упражнений к Букварю ФГОС (Бином);;;Repkin-Bukvarenok-1kl-Sbornik-zadanij-i-uprazhnenij-k-Bukvaryu-FGOS-Binom;;180029100;30013;;год выпуска;2021;Автор;Репкин В.В.;Издательство;Бином
Микулина Контрольные работы по математике 4 кл.(Бином);;;1;978-5-09-091992-0;251,90;0,00;239,40;1,00000;шт;;;;Микулина Контрольные работы по математике 4 кл.(Бином);;;Mikulina-Kontrolnye-raboty-po-matematike-4-kl-Binom;;180029099;55640159;;год выпуска;2022;Автор;Микулина Г.Г., Савельева О.В.;Издательство;Бином
Микулина Контрольные работы по математике 3 кл.(Бином);;;1;978-5-09-090375-2;251,90;0,00;239,40;1,00000;шт;;;;Микулина Контрольные работы по математике 3 кл.(Бином);;;Mikulina-Kontrolnye-raboty-po-matematike-3-kl-Binom;;180029098;55640158;;год выпуска;2020-2022;Автор;Микулина Г.Г.;Издательство;Бином
Микулина Контрольные работы по математике 2 кл.(Бином);;;1;978-5-09-090374-5;214,50;0,00;203,80;1,00000;шт;;;;Микулина Контрольные работы по математике 2 кл.(Бином);;;Mikulina-Kontrolnye-raboty-po-matematike-2-kl-Binom;;180029097;55640157;;год выпуска;2022;Автор;Микулина Г.Г.;Издательство;Бином
Микулина Контрольные работы по математике 1 кл.(Бином);;;1;978-5-09-090373-8;214,50;0,00;203,80;1,00000;шт;;;;Микулина Контрольные работы по математике 1 кл.(Бином);;;Mikulina-Kontrolnye-raboty-po-matematike-1-kl-Binom;;180029096;55640156;;год выпуска;2020-2022;Автор;Микулина Г.Г.;Издательство;Бином
Матвеева Литературное чтение. 1 класс. Часть 2. Рабочая тетрадь (перераб).(Бином);;;1;;176,00;0,00;167,20;1,00000;шт;;;;Матвеева Литературное чтение. 1 класс. Часть 2. Рабочая тетрадь (перераб).(Бином);;;Matveeva-Literaturnoe-chtenie-1-klass-Chast-2-Rabochaya-tetrad-pererab-Binom;;180029095;65684430;;год выпуска;2023;Автор;Матвеева Е.И.;Издательство;Просвещение/Союз
